_kp_producao,dataFusao,ordenacao,_kp_fichaTecnica,caixa,processo,tipoMaquina,areia,peso,qtd_machos,qtd_machosPor,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,Qtd. Moldes,Tempo de Ciclo (por molde),Tempo Total (minutos),not_before_date,deadline,Data e Hora de Início,Data e Hora de Fim
144646,6/30/2025,11,4689,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,6/27/2025,6/26/2025,,
144646,6/30/2025,11,4689,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,6/27/2025,6/26/2025,,
144646,6/30/2025,11,4689,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,6/27/2025,6/26/2025,,
144651,6/30/2025,11,4690,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/27/2025,6/26/2025,,
144651,6/30/2025,11,4690,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,6/27/2025,6/26/2025,,
144651,6/30/2025,11,4690,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,6/27/2025,6/26/2025,,
144651,6/30/2025,11,4690,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,6/27/2025,6/26/2025,,
144651,6/30/2025,11,4690,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,6/27/2025,6/26/2025,,
144899,6/30/2025,12,944,1,Cura Frio Mesa,Pep Set 7t,Silica,9.1,1,peça,1,1,16,0.00,16.00,16.00,1.25,20.00,6/27/2025,6/26/2025,,
144899,6/30/2025,12,944,6,Cold Box SOPRADO,Gevitec,Silica,1.56,1,peça,4,1,16,0.00,16.00,4.00,1.42,6.00,6/27/2025,6/26/2025,,
144899,6/30/2025,12,944,3,Cold Box SOPRADO,Gevitec,Silica,1.16,1,peça,4,1,16,0.00,16.00,4.00,1.42,6.00,6/27/2025,6/26/2025,,
144899,6/30/2025,12,944,20,Cold Box SOPRADO,Gevitec,Silica,1.728,1.5,peça,3,1,16,0.00,24.00,8.00,1.42,11.00,6/27/2025,6/26/2025,,
144822,6/30/2025,13,4359,23,Cold Box GASADO,Cold Box Pequena,Silica,10.4,1,Molde,2,1,405,0.00,15.00,7.50,2.50,19.00,6/27/2025,6/26/2025,,
144490,6/30/2025,14,1573,22,Cold box GASADO,Cold Box Pequena,Silica,7.92,1,Molde,2,1,154,0.00,11.00,5.50,2.50,14.00,6/27/2025,6/26/2025,,
144759,6/30/2025,14,553,1,Cold box GASADO,Cold Box Pequena,Silica,0.2,2,peça,2,1,15,0.00,30.00,15.00,2.50,38.00,6/27/2025,6/26/2025,,
144727,6/30/2025,15,945,1,Cura Frio Mesa,Pep Set 7t,Silica,22.3,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/27/2025,6/26/2025,,
144727,6/30/2025,15,945,2,Cura Frio Mesa,Pep Set 7t,Silica,16.1,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/27/2025,6/26/2025,,
144727,6/30/2025,15,945,3,Cura Frio Mesa,Pep Set 7t,Silica,8.57,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/27/2025,6/26/2025,,
144727,6/30/2025,15,945,4,Cura Frio Mesa,Pep Set 7t,Silica,5.34,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/27/2025,6/26/2025,,
144622,6/30/2025,16,4748,1,Cold Box GASADO,Cold Box 4,Silica,13.6,1,peça,1,1,32,0.00,32.00,32.00,2.50,80.00,6/27/2025,6/26/2025,,
145396,6/30/2025,17,5037,1,Cura Frio Chão,Pep Set 7t,Silica,63,1,peça,1,1,20,0.00,20.00,20.00,15.00,300.00,6/27/2025,6/26/2025,,
144332,6/28/2025,,4073,1,Cura Frio Chão,Pep Set 7t,Silica,20,1,peça,1,2,12,7.00,5.00,5.00,15.00,75.00,6/27/2025,6/26/2025,,
144333,6/28/2025,,4073,1,Cura Frio Chão,Pep Set 7t,Silica,20,1,peça,1,2,12,0.00,12.00,12.00,15.00,180.00,6/27/2025,6/26/2025,,
144333,6/28/2025,,4073,2,Cura Frio Mesa,Pep Set 7t,Silica,27,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144371,6/28/2025,,4054,1,Cura Frio Chão,Pep Set 7t,Silica,20,1,peça,1,2,12,0.00,12.00,12.00,15.00,180.00,6/27/2025,6/26/2025,,
144372,6/28/2025,,4054,1,Cura Frio Chão,Pep Set 7t,Silica,20,1,peça,1,2,12,0.00,12.00,12.00,15.00,180.00,6/27/2025,6/26/2025,,
144373,6/28/2025,,4054,1,Cura Frio Chão,Pep Set 7t,Silica,20,1,peça,1,2,12,0.00,12.00,12.00,15.00,180.00,6/27/2025,6/26/2025,,
144373,6/28/2025,,4054,2,Cura Frio Mesa,Pep Set 7t,Silica,27.4,1,peça,1,1,12,0.00,12.00,12.00,1.25,15,6/27/2025,6/26/2025,,
144373,6/28/2025,,4054,3,Cura Frio Mesa,Pep Set 7t,Silica,6.4,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144373,6/28/2025,,4054,4,Cura Frio Mesa,Pep Set 7t,Silica,6.1,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144373,6/28/2025,,4054,5,Cura Frio Mesa,Pep Set 7t,Silica,1.45,1,peça,1,2,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144373,6/28/2025,,4054,6,Cold Box SOPRADO,Gevitec,Silica,1.56,1,peça,4,1,12,0.00,12.00,3.00,1.42,4.00,6/27/2025,6/26/2025,,
144373,6/28/2025,,4054,7,Cold Box SOPRADO,Gevitec,Silica,1.36,1,peça,4,1,12,0.00,12.00,3.00,1.42,4,6/27/2025,6/26/2025,,
144504,6/28/2025,,4073,1,Cura Frio Chão,Pep Set 7t,Silica,20,1,peça,1,2,12,0.00,12.00,12.00,15.00,180.00,6/27/2025,6/26/2025,,
144504,6/28/2025,,4073,2,Cura Frio Mesa,Pep Set 7t,Silica,27,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144504,6/28/2025,,4073,3,Cura Frio Mesa,Pep Set 7t,Silica,6.4,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144504,6/28/2025,,4073,4,Cura Frio Mesa,Pep Set 7t,Silica,6.1,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144504,6/28/2025,,4073,5,Cura Frio Mesa,Pep Set 7t,Silica,1.45,1,peça,1,2,12,0.00,12.00,12.00,1.25,15,6/27/2025,6/26/2025,,
144504,6/28/2025,,4073,6,Cold Box SOPRADO,Gevitec,Silica,1.56,1,peça,4,1,12,0.00,12.00,3.00,1.42,4,6/27/2025,6/26/2025,,
144504,6/28/2025,,4073,7,Cold Box SOPRADO,Gevitec,Silica,1.36,1,peça,4,1,12,0.00,12.00,3.00,1.42,4.00,6/27/2025,6/26/2025,,
144833,6/28/2025,,4073,1,Cura Frio Chão,Pep Set 7t,Silica,20,1,peça,1,2,12,0.00,12.00,12.00,15.00,180.00,6/27/2025,6/26/2025,,
144833,6/28/2025,,4073,2,Cura Frio Mesa,Pep Set 7t,Silica,27,1,peça,1,1,12,0.00,12.00,12.00,1.25,15,6/27/2025,6/26/2025,,
144833,6/28/2025,,4073,3,Cura Frio Mesa,Pep Set 7t,Silica,6.4,1,peça,1,1,12,0.00,12.00,12.00,1.25,15,6/27/2025,6/26/2025,,
144833,6/28/2025,,4073,4,Cura Frio Mesa,Pep Set 7t,Silica,6.1,1,peça,1,1,12,0.00,12.00,12.00,1.25,15,6/27/2025,6/26/2025,,
144833,6/28/2025,,4073,5,Cura Frio Mesa,Pep Set 7t,Silica,1.45,1,peça,1,2,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144833,6/28/2025,,4073,6,Cold Box SOPRADO,Gevitec,Silica,1.56,1,peça,4,1,12,0.00,12.00,3.00,1.42,4.00,6/27/2025,6/26/2025,,
144833,6/28/2025,,4073,7,Cold Box SOPRADO,Gevitec,Silica,1.36,1,peça,4,1,12,0.00,12.00,3.00,1.42,4,6/27/2025,6/26/2025,,
144845,6/28/2025,,4054,1,Cura Frio Chão,Pep Set 7t,Silica,20,1,peça,1,2,12,0.00,12.00,12.00,15.00,180.00,6/27/2025,6/26/2025,,
144845,6/28/2025,,4054,2,Cura Frio Mesa,Pep Set 7t,Silica,27.4,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144845,6/28/2025,,4054,3,Cura Frio Mesa,Pep Set 7t,Silica,6.4,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144845,6/28/2025,,4054,4,Cura Frio Mesa,Pep Set 7t,Silica,6.1,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144845,6/28/2025,,4054,5,Cura Frio Mesa,Pep Set 7t,Silica,1.45,1,peça,1,2,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144845,6/28/2025,,4054,6,Cold Box SOPRADO,Gevitec,Silica,1.56,1,peça,4,1,12,0.00,12.00,3.00,1.42,4.00,6/27/2025,6/26/2025,,
144845,6/28/2025,,4054,7,Cold Box SOPRADO,Gevitec,Silica,1.36,1,peça,4,1,12,0.00,12.00,3.00,1.42,4.00,6/27/2025,6/26/2025,,
144704,7/1/2025,1,4805,1,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/28/2025,6/27/2025,,
144704,7/1/2025,1,4805,2,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/28/2025,6/27/2025,,
144704,7/1/2025,1,4805,3,Cold Box SOPRADO,Gevitec,Silica,3,1,peça,2,1,8,0.00,8.00,4.00,1.42,6.00,6/28/2025,6/27/2025,,
144704,7/1/2025,1,4805,4,Cold Box SOPRADO,Gevitec,Silica,0.93,4,peça,4,1,8,0.00,32.00,8.00,1.42,11.00,6/28/2025,6/27/2025,,
144704,7/1/2025,1,4805,5,Cura Frio vibrado,Pep Set 7t,Silica,76.5,1,peça,1,2,8,0.00,8.00,8.00,28.00,224.00,6/28/2025,6/27/2025,,
144704,7/1/2025,1,4805,6,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/28/2025,6/27/2025,,
144704,7/1/2025,1,4805,7,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/28/2025,6/27/2025,,
144704,7/1/2025,1,4805,8,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/28/2025,6/27/2025,,
144704,7/1/2025,1,4805,9,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/28/2025,6/27/2025,,
144704,7/1/2025,1,4805,20,Cold Box SOPRADO,Gevitec,Silica,1.728,1.5,peça,3,1,8,0.00,12.00,4.00,1.42,6.00,6/28/2025,6/27/2025,,
144862,7/1/2025,2,4755,1,Cura Frio Chão,Pep Set 7t,Silica,12.5,1,peça,1,2,20,0.00,20.00,20.00,15.00,300.00,6/28/2025,6/27/2025,,
144862,7/1/2025,2,4755,2,Cold Box SOPRADO,Gevitec,Silica,6.4,1,peça,2,1,20,0.00,20.00,10.00,1.42,14.00,6/28/2025,6/27/2025,,
144862,7/1/2025,2,4755,3,Cold Box SOPRADO,Gevitec,Silica,3.46,1,peça,4,1,20,0.00,20.00,5.00,1.42,7.00,6/28/2025,6/27/2025,,
144747,7/1/2025,3,947,1,Cura Frio Mesa,Pep Set 7t,Silica,22.3,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/28/2025,6/27/2025,,
144747,7/1/2025,3,947,2,Cura Frio Mesa,Pep Set 7t,Silica,16.1,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/28/2025,6/27/2025,,
144747,7/1/2025,3,947,3,Cura Frio Mesa,Pep Set 7t,Silica,8.57,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/28/2025,6/27/2025,,
144747,7/1/2025,3,947,4,Cura Frio Mesa,Pep Set 7t,Silica,5.34,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/28/2025,6/27/2025,,
144705,7/1/2025,4,4805,1,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/28/2025,6/27/2025,,
144705,7/1/2025,4,4805,2,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/28/2025,6/27/2025,,
144705,7/1/2025,4,4805,3,Cold Box SOPRADO,Gevitec,Silica,3,1,peça,2,1,8,0.00,8.00,4.00,1.42,6.00,6/28/2025,6/27/2025,,
144705,7/1/2025,4,4805,4,Cold Box SOPRADO,Gevitec,Silica,0.93,4,peça,4,1,8,0.00,32.00,8.00,1.42,11.00,6/28/2025,6/27/2025,,
144705,7/1/2025,4,4805,5,Cura Frio vibrado,Pep Set 7t,Silica,76.5,1,peça,1,2,8,0.00,8.00,8.00,28.00,224.00,6/28/2025,6/27/2025,,
144705,7/1/2025,4,4805,6,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/28/2025,6/27/2025,,
144705,7/1/2025,4,4805,7,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/28/2025,6/27/2025,,
144705,7/1/2025,4,4805,8,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/28/2025,6/27/2025,,
144705,7/1/2025,4,4805,9,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/28/2025,6/27/2025,,
144705,7/1/2025,4,4805,20,Cold Box SOPRADO,Gevitec,Silica,1.728,1.5,peça,3,1,8,0.00,12.00,4.00,1.42,6.00,6/28/2025,6/27/2025,,
144706,7/1/2025,5,4805,1,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/28/2025,6/27/2025,,
144706,7/1/2025,5,4805,2,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/28/2025,6/27/2025,,
144706,7/1/2025,5,4805,3,Cold Box SOPRADO,Gevitec,Silica,3,1,peça,2,1,8,0.00,8.00,4.00,1.42,6.00,6/28/2025,6/27/2025,,
144706,7/1/2025,5,4805,4,Cold Box SOPRADO,Gevitec,Silica,0.93,4,peça,4,1,8,0.00,32.00,8.00,1.42,11.00,6/28/2025,6/27/2025,,
144706,7/1/2025,5,4805,5,Cura Frio vibrado,Pep Set 7t,Silica,76.5,1,peça,1,2,8,0.00,8.00,8.00,28.00,224.00,6/28/2025,6/27/2025,,
144706,7/1/2025,5,4805,6,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/28/2025,6/27/2025,,
144706,7/1/2025,5,4805,7,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/28/2025,6/27/2025,,
144706,7/1/2025,5,4805,8,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/28/2025,6/27/2025,,
144706,7/1/2025,5,4805,9,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/28/2025,6/27/2025,,
144706,7/1/2025,5,4805,20,Cold Box SOPRADO,Gevitec,Silica,1.728,1.5,peça,3,1,8,0.00,12.00,4.00,1.42,6.00,6/28/2025,6/27/2025,,
144462,7/1/2025,7,4591,1,Cold Box SOPRADO,Gevitec,Silica,0.8,1,peça,6,1,200,0.00,200.00,33.33,1.42,47.00,6/28/2025,6/27/2025,,
145172,7/1/2025,8,4193,1,Cold box GASADO,Cold Box Pequena,Silica,5.34,1,peça,1,2,36,0.00,36.00,36.00,2.50,90.00,6/28/2025,6/27/2025,,
145172,7/1/2025,8,4193,2,Cold box GASADO,Cold Box Pequena,Silica,1.879,1,peça,1,2,36,0.00,36.00,36.00,2.50,90.00,6/28/2025,6/27/2025,,
143718,7/1/2025,9,4292,1,Cold Box SOPRADO,Gevitec,Silica,12,1,peça,1,1,72,0.00,72.00,72.00,1.42,102.00,6/28/2025,6/27/2025,,
144647,7/1/2025,10,4689,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/28/2025,6/27/2025,,
144647,7/1/2025,10,4689,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,6/28/2025,6/27/2025,,
144647,7/1/2025,10,4689,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,6/28/2025,6/27/2025,,
144647,7/1/2025,10,4689,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,6/28/2025,6/27/2025,,
144647,7/1/2025,10,4689,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,6/28/2025,6/27/2025,,
144652,7/1/2025,10,4690,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/28/2025,6/27/2025,,
144652,7/1/2025,10,4690,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,6/28/2025,6/27/2025,,
144652,7/1/2025,10,4690,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,6/28/2025,6/27/2025,,
144652,7/1/2025,10,4690,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,6/28/2025,6/27/2025,,
144652,7/1/2025,10,4690,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,6/28/2025,6/27/2025,,
144708,7/1/2025,11,4690,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/28/2025,6/27/2025,,
144708,7/1/2025,11,4690,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,6/28/2025,6/27/2025,,
144708,7/1/2025,11,4690,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,6/28/2025,6/27/2025,,
144708,7/1/2025,11,4690,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,6/28/2025,6/27/2025,,
144708,7/1/2025,11,4690,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,6/28/2025,6/27/2025,,
144768,7/1/2025,11,4689,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/28/2025,6/27/2025,,
144768,7/1/2025,11,4689,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,6/28/2025,6/27/2025,,
144768,7/1/2025,11,4689,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,6/28/2025,6/27/2025,,
144768,7/1/2025,11,4689,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,6/28/2025,6/27/2025,,
144768,7/1/2025,11,4689,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,6/28/2025,6/27/2025,,
144919,7/1/2025,12,944,1,Cura Frio Mesa,Pep Set 7t,Silica,9.1,1,peça,1,1,16,0.00,16.00,16.00,1.25,20.00,6/28/2025,6/27/2025,,
144919,7/1/2025,12,944,6,Cold Box SOPRADO,Gevitec,Silica,1.56,1,peça,4,1,16,0.00,16.00,4.00,1.42,6.00,6/28/2025,6/27/2025,,
144919,7/1/2025,12,944,3,Cold Box SOPRADO,Gevitec,Silica,1.16,1,peça,4,1,16,0.00,16.00,4.00,1.42,6.00,6/28/2025,6/27/2025,,
144919,7/1/2025,12,944,20,Cold Box SOPRADO,Gevitec,Silica,1.728,1.5,peça,3,1,16,0.00,24.00,8.00,1.42,11.00,6/28/2025,6/27/2025,,
144728,7/1/2025,13,945,1,Cura Frio Mesa,Pep Set 7t,Silica,22.3,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/28/2025,6/27/2025,,
144728,7/1/2025,13,945,2,Cura Frio Mesa,Pep Set 7t,Silica,16.1,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/28/2025,6/27/2025,,
144728,7/1/2025,13,945,3,Cura Frio Mesa,Pep Set 7t,Silica,8.57,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/28/2025,6/27/2025,,
144728,7/1/2025,13,945,4,Cura Frio Mesa,Pep Set 7t,Silica,5.34,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/28/2025,6/27/2025,,
144847,7/1/2025,14,4054,1,Cura Frio Chão,Pep Set 7t,Silica,20,1,peça,1,2,12,0.00,12.00,12.00,15.00,180.00,6/28/2025,6/27/2025,,
144847,7/1/2025,14,4054,2,Cura Frio Mesa,Pep Set 7t,Silica,27.4,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/28/2025,6/27/2025,,
144847,7/1/2025,14,4054,3,Cura Frio Mesa,Pep Set 7t,Silica,6.4,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/28/2025,6/27/2025,,
144847,7/1/2025,14,4054,4,Cura Frio Mesa,Pep Set 7t,Silica,6.1,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/28/2025,6/27/2025,,
144847,7/1/2025,14,4054,5,Cura Frio Mesa,Pep Set 7t,Silica,1.45,1,peça,1,2,12,0.00,12.00,12.00,1.25,15.00,6/28/2025,6/27/2025,,
144847,7/1/2025,14,4054,6,Cold Box SOPRADO,Gevitec,Silica,1.56,1,peça,4,1,12,0.00,12.00,3.00,1.42,4.00,6/28/2025,6/27/2025,,
144847,7/1/2025,14,4054,7,Cold Box SOPRADO,Gevitec,Silica,1.36,1,peça,4,1,12,0.00,12.00,3.00,1.42,4.00,6/28/2025,6/27/2025,,
144835,7/1/2025,15,4073,1,Cura Frio Chão,Pep Set 7t,Silica,20,1,peça,1,2,12,0.00,12.00,12.00,15.00,180.00,6/28/2025,6/27/2025,,
144835,7/1/2025,15,4073,2,Cura Frio Mesa,Pep Set 7t,Silica,27,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/28/2025,6/27/2025,,
144835,7/1/2025,15,4073,3,Cura Frio Mesa,Pep Set 7t,Silica,6.4,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/28/2025,6/27/2025,,
144835,7/1/2025,15,4073,4,Cura Frio Mesa,Pep Set 7t,Silica,6.1,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/28/2025,6/27/2025,,
