_kp_producao,dataFusao,ordenacao,_kp_fichaTecnica,caixa,processo,tipoMaquina,areia,peso,qtd_machos,qtd_machosPor,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,Qtd. Moldes,Tempo de Ciclo (por molde),Tempo Total (minutos),not_before_date,deadline,Data e Hora de Início,Data e Hora de Fim
144451,7/3/2025,6,4339,8,Cura Frio Mesa,Pep Set 7t,Silica,5.04,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,7/2/2025,7/1/2025,,
144837,7/3/2025,7,4073,1,Cura Frio Chão,Pep Set 7t,Silica,20,1,peça,1,2,12,0.00,12.00,12.00,15.00,180.00,7/2/2025,7/1/2025,,
144837,7/3/2025,7,4073,2,Cura Frio Mesa,Pep Set 7t,Silica,27,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,7/2/2025,7/1/2025,,
144837,7/3/2025,7,4073,3,Cura Frio Mesa,Pep Set 7t,Silica,6.4,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,7/2/2025,7/1/2025,,
144837,7/3/2025,7,4073,4,Cura Frio Mesa,Pep Set 7t,Silica,6.1,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,7/2/2025,7/1/2025,,
144837,7/3/2025,7,4073,5,Cura Frio Mesa,Pep Set 7t,Silica,1.45,1,peça,1,2,12,0.00,12.00,12.00,1.25,15.00,7/2/2025,7/1/2025,,
144837,7/3/2025,7,4073,6,Cold Box SOPRADO,Gevitec,Silica,1.56,1,peça,4,1,12,0.00,12.00,3.00,1.42,4.00,7/2/2025,7/1/2025,,
144837,7/3/2025,7,4073,7,Cold Box SOPRADO,Gevitec,Silica,1.36,1,peça,4,1,12,0.00,12.00,3.00,1.42,4.00,7/2/2025,7/1/2025,,
144948,7/3/2025,8,4805,1,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,7/2/2025,7/1/2025,,
144948,7/3/2025,8,4805,2,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,7/2/2025,7/1/2025,,
144948,7/3/2025,8,4805,3,Cold Box SOPRADO,Gevitec,Silica,3,1,peça,2,1,8,0.00,8.00,4.00,1.42,6.00,7/2/2025,7/1/2025,,
144948,7/3/2025,8,4805,4,Cold Box SOPRADO,Gevitec,Silica,0.93,4,peça,4,1,8,0.00,32.00,8.00,1.42,11.00,7/2/2025,7/1/2025,,
144948,7/3/2025,8,4805,5,Cura Frio vibrado,Pep Set 7t,Silica,76.5,1,peça,1,2,8,0.00,8.00,8.00,28.00,224.00,7/2/2025,7/1/2025,,
144948,7/3/2025,8,4805,6,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,7/2/2025,7/1/2025,,
144948,7/3/2025,8,4805,7,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,7/2/2025,7/1/2025,,
144948,7/3/2025,8,4805,8,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,7/2/2025,7/1/2025,,
144948,7/3/2025,8,4805,9,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,7/2/2025,7/1/2025,,
144948,7/3/2025,8,4805,20,Cold Box SOPRADO,Gevitec,Silica,1.728,1.5,peça,3,1,8,0.00,12.00,4.00,1.42,6.00,7/2/2025,7/1/2025,,
144949,7/3/2025,9,4805,1,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,7/2/2025,7/1/2025,,
144949,7/3/2025,9,4805,2,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,7/2/2025,7/1/2025,,
144949,7/3/2025,9,4805,3,Cold Box SOPRADO,Gevitec,Silica,3,1,peça,2,1,8,0.00,8.00,4.00,1.42,6.00,7/2/2025,7/1/2025,,
144949,7/3/2025,9,4805,4,Cold Box SOPRADO,Gevitec,Silica,0.93,4,peça,4,1,8,0.00,32.00,8.00,1.42,11.00,7/2/2025,7/1/2025,,
144949,7/3/2025,9,4805,5,Cura Frio vibrado,Pep Set 7t,Silica,76.5,1,peça,1,2,8,0.00,8.00,8.00,28.00,224.00,7/2/2025,7/1/2025,,
144949,7/3/2025,9,4805,6,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,7/2/2025,7/1/2025,,
144949,7/3/2025,9,4805,7,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,7/2/2025,7/1/2025,,
144949,7/3/2025,9,4805,8,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,7/2/2025,7/1/2025,,
144949,7/3/2025,9,4805,9,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,7/2/2025,7/1/2025,,
144949,7/3/2025,9,4805,20,Cold Box SOPRADO,Gevitec,Silica,1.728,1.5,peça,3,1,8,0.00,12.00,4.00,1.42,6.00,7/2/2025,7/1/2025,,
145416,7/3/2025,10,551,22,Cold box GASADO,Cold Box Pequena,Silica,7.92,1,Molde,2,1,266,0.00,19.00,9.50,2.50,24.00,7/2/2025,7/1/2025,,
145417,7/3/2025,11,551,22,Cold box GASADO,Cold Box Pequena,Silica,7.92,1,Molde,2,1,266,0.00,19.00,9.50,2.50,24.00,7/2/2025,7/1/2025,,
144714,7/3/2025,12,4690,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,7/2/2025,7/1/2025,,
144714,7/3/2025,12,4690,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,7/2/2025,7/1/2025,,
144714,7/3/2025,12,4690,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,7/2/2025,7/1/2025,,
144714,7/3/2025,12,4690,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,7/2/2025,7/1/2025,,
144714,7/3/2025,12,4690,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,7/2/2025,7/1/2025,,
144774,7/3/2025,12,4689,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,7/2/2025,7/1/2025,,
144774,7/3/2025,12,4689,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,7/2/2025,7/1/2025,,
144774,7/3/2025,12,4689,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,7/2/2025,7/1/2025,,
144774,7/3/2025,12,4689,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,7/2/2025,7/1/2025,,
144774,7/3/2025,12,4689,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,7/2/2025,7/1/2025,,
144903,7/2/2025,12,4551,1,Cura Frio Chão,Pep Set 3t,Cromita,60.5,1,peça,1,1,4,0.00,4.00,4.00,15.00,60.00,6/30/2025,7/1/2025,,
145077,7/3/2025,13,492,1,Cold box GASADO,Cold Box Pequena,Silica,10.4,1,Molde,,0,189,0.00,7.00,0.00,2.50,-,7/2/2025,7/1/2025,,
145078,7/3/2025,13,125,1,Cold box GASADO,Cold Box Pequena,Silica,10.4,1,Molde,,0,189,0.00,7.00,0.00,2.50,-,7/2/2025,7/1/2025,,
145079,7/3/2025,13,127,1,Cold Box GASADO,Cold Box Pequena,Silica,5.13,1,Molde,,0,56,0.00,2.00,0.00,2.50,-,7/2/2025,7/1/2025,,
144227,7/3/2025,,4436,1,Cold Box GASADO,Cold Box Pequena,Silica,0.315,1,peça,1,1,56,0.00,56.00,56.00,2.50,140.00,7/2/2025,7/1/2025,,
143720,7/4/2025,3,4292,1,Cold Box SOPRADO,Gevitec,Silica,12,1,peça,1,1,72,0.00,72.00,72.00,1.42,102.00,7/3/2025,7/2/2025,,
144827,7/4/2025,4,4337,1,Cura Frio Chão,Pep Set 7t,Silica,20,1,peça,1,1,12,0.00,12.00,12.00,15.00,180.00,7/3/2025,7/2/2025,,
144827,7/4/2025,4,4337,2,Cura Frio Mesa,Pep Set 7t,Silica,27,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,7/3/2025,7/2/2025,,
144827,7/4/2025,4,4337,3,Cold Box GASADO,Cold Box Pequena,Silica,6.4,1,peça,1,1,12,0.00,12.00,12.00,2.50,30.00,7/3/2025,7/2/2025,,
144827,7/4/2025,4,4337,4,Cold Box GASADO,Cold Box Pequena,Silica,6.1,1,peça,1,1,12,0.00,12.00,12.00,2.50,30.00,7/3/2025,7/2/2025,,
144827,7/4/2025,4,4337,5,Cura Frio Mesa,Pep Set 7t,Silica,1.45,1,peça,1,2,12,0.00,12.00,12.00,1.25,15.00,7/3/2025,7/2/2025,,
144827,7/4/2025,4,4337,6,Cold Box SOPRADO,Gevitec,Silica,1.59,1,peça,4,1,12,0.00,12.00,3.00,1.42,4.00,7/3/2025,7/2/2025,,
144827,7/4/2025,4,4337,7,Cold Box SOPRADO,Gevitec,Silica,1.36,1,peça,4,1,12,0.00,12.00,3.00,1.42,4.00,7/3/2025,7/2/2025,,
144827,7/4/2025,4,4337,8,Cura Frio Mesa,Pep Set 7t,Silica,5.04,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,7/3/2025,7/2/2025,,
144974,7/4/2025,5,4339,1,Cura Frio Chão,Pep Set 7t,Silica,20,1,peça,1,1,12,0.00,12.00,12.00,15.00,180.00,7/3/2025,7/2/2025,,
144974,7/4/2025,5,4339,2,Cura Frio Mesa,Pep Set 7t,Silica,27,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,7/3/2025,7/2/2025,,
144974,7/4/2025,5,4339,3,Cold Box GASADO,Cold Box Pequena,Silica,6.4,1,peça,1,1,12,0.00,12.00,12.00,2.50,30.00,7/3/2025,7/2/2025,,
144974,7/4/2025,5,4339,4,Cold Box GASADO,Cold Box Pequena,Silica,6.1,1,peça,1,1,12,0.00,12.00,12.00,2.50,30.00,7/3/2025,7/2/2025,,
144974,7/4/2025,5,4339,5,Cura Frio Mesa,Pep Set 7t,Silica,1.45,1,peça,1,2,12,0.00,12.00,12.00,1.25,15.00,7/3/2025,7/2/2025,,
144974,7/4/2025,5,4339,6,Cold Box SOPRADO,Gevitec,Silica,1.56,1,peça,4,1,12,0.00,12.00,3.00,1.42,4.00,7/3/2025,7/2/2025,,
144974,7/4/2025,5,4339,7,Cold Box SOPRADO,Gevitec,Silica,1.36,1,peça,4,1,12,0.00,12.00,3.00,1.42,4.00,7/3/2025,7/2/2025,,
144974,7/4/2025,5,4339,8,Cura Frio Mesa,Pep Set 7t,Silica,5.04,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,7/3/2025,7/2/2025,,
144792,7/4/2025,6,945,1,Cura Frio Mesa,Pep Set 7t,Silica,22.3,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,7/3/2025,7/2/2025,,
144792,7/4/2025,6,945,2,Cura Frio Mesa,Pep Set 7t,Silica,16.1,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,7/3/2025,7/2/2025,,
144792,7/4/2025,6,945,3,Cura Frio Mesa,Pep Set 7t,Silica,8.57,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,7/3/2025,7/2/2025,,
144792,7/4/2025,6,945,4,Cura Frio Mesa,Pep Set 7t,Silica,5.34,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,7/3/2025,7/2/2025,,
144950,7/4/2025,7,4805,1,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,7/3/2025,7/2/2025,,
144950,7/4/2025,7,4805,2,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,7/3/2025,7/2/2025,,
144950,7/4/2025,7,4805,3,Cold Box SOPRADO,Gevitec,Silica,3,1,peça,2,1,8,0.00,8.00,4.00,1.42,6.00,7/3/2025,7/2/2025,,
144950,7/4/2025,7,4805,4,Cold Box SOPRADO,Gevitec,Silica,0.93,4,peça,4,1,8,0.00,32.00,8.00,1.42,11.00,7/3/2025,7/2/2025,,
144950,7/4/2025,7,4805,5,Cura Frio vibrado,Pep Set 7t,Silica,76.5,1,peça,1,2,8,0.00,8.00,8.00,28.00,224.00,7/3/2025,7/2/2025,,
144950,7/4/2025,7,4805,6,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,7/3/2025,7/2/2025,,
144950,7/4/2025,7,4805,7,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,7/3/2025,7/2/2025,,
144950,7/4/2025,7,4805,8,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,7/3/2025,7/2/2025,,
144950,7/4/2025,7,4805,9,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,7/3/2025,7/2/2025,,
144950,7/4/2025,7,4805,20,Cold Box SOPRADO,Gevitec,Silica,1.728,1.5,peça,3,1,8,0.00,12.00,4.00,1.42,6.00,7/3/2025,7/2/2025,,
144951,7/4/2025,8,4805,1,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,7/3/2025,7/2/2025,,
144951,7/4/2025,8,4805,2,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,7/3/2025,7/2/2025,,
144951,7/4/2025,8,4805,3,Cold Box SOPRADO,Gevitec,Silica,3,1,peça,2,1,8,0.00,8.00,4.00,1.42,6.00,7/3/2025,7/2/2025,,
144951,7/4/2025,8,4805,4,Cold Box SOPRADO,Gevitec,Silica,0.93,4,peça,4,1,8,0.00,32.00,8.00,1.42,11.00,7/3/2025,7/2/2025,,
144951,7/4/2025,8,4805,5,Cura Frio vibrado,Pep Set 7t,Silica,76.5,1,peça,1,2,8,0.00,8.00,8.00,28.00,224.00,7/3/2025,7/2/2025,,
144951,7/4/2025,8,4805,6,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,7/3/2025,7/2/2025,,
144951,7/4/2025,8,4805,7,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,7/3/2025,7/2/2025,,
144951,7/4/2025,8,4805,8,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,7/3/2025,7/2/2025,,
144951,7/4/2025,8,4805,9,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,7/3/2025,7/2/2025,,
144951,7/4/2025,8,4805,20,Cold Box SOPRADO,Gevitec,Silica,1.728,1.5,peça,3,1,8,0.00,12.00,4.00,1.42,6.00,7/3/2025,7/2/2025,,
145398,7/4/2025,9,5037,1,Cura Frio Chão,Pep Set 7t,Silica,63,1,peça,1,1,22,0.00,22.00,22.00,15.00,330.00,7/3/2025,7/2/2025,,
143994,7/4/2025,,2671,23,Cold box GASADO,Cold Box Pequena,Silica,10.4,1,Molde,2,1,252,0.00,18.00,9.00,2.50,23.00,7/3/2025,7/2/2025,,
144715,7/4/2025,,4690,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,7/3/2025,7/2/2025,,
144715,7/4/2025,,4690,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,7/3/2025,7/2/2025,,
144715,7/4/2025,,4690,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,7/3/2025,7/2/2025,,
144715,7/4/2025,,4690,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,7/3/2025,7/2/2025,,
144715,7/4/2025,,4690,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,7/3/2025,7/2/2025,,
144716,7/4/2025,,4690,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,7/3/2025,7/2/2025,,
144716,7/4/2025,,4690,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,7/3/2025,7/2/2025,,
144716,7/4/2025,,4690,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,7/3/2025,7/2/2025,,
144716,7/4/2025,,4690,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,7/3/2025,7/2/2025,,
144716,7/4/2025,,4690,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,7/3/2025,7/2/2025,,
144775,7/4/2025,,4689,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,7/3/2025,7/2/2025,,
144775,7/4/2025,,4689,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,7/3/2025,7/2/2025,,
144775,7/4/2025,,4689,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,7/3/2025,7/2/2025,,
144775,7/4/2025,,4689,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,7/3/2025,7/2/2025,,
144775,7/4/2025,,4689,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,7/3/2025,7/2/2025,,
144776,7/4/2025,,4689,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,7/3/2025,7/2/2025,,
144776,7/4/2025,,4689,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,7/3/2025,7/2/2025,,
144776,7/4/2025,,4689,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,7/3/2025,7/2/2025,,
144776,7/4/2025,,4689,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,7/3/2025,7/2/2025,,
144776,7/4/2025,,4689,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,7/3/2025,7/2/2025,,
144904,7/4/2025,,4302,1,Cura Frio Mesa,Pep Set 7t,Silica,6.5,1,peça,1,1,4,0.00,4.00,4.00,1.25,5.00,7/3/2025,7/2/2025,,
145118,7/4/2025,,4301,1,Cura Frio Mesa,Pep Set 7t,Silica,,1,peça,1,1,4,0.00,4.00,4.00,1.25,5.00,7/3/2025,7/2/2025,,
145418,7/4/2025,,551,22,Cold box GASADO,Cold Box Pequena,Silica,7.92,1,Molde,2,1,266,0.00,19.00,9.50,2.50,24.00,7/3/2025,7/2/2025,,
145419,7/4/2025,,551,22,Cold box GASADO,Cold Box Pequena,Silica,7.92,1,Molde,2,1,266,0.00,19.00,9.50,2.50,24.00,7/3/2025,7/2/2025,,
144760,7/7/2025,,4690,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,7/4/2025,7/3/2025,,
144760,7/7/2025,,4690,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,7/4/2025,7/3/2025,,
144760,7/7/2025,,4690,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,7/4/2025,7/3/2025,,
144760,7/7/2025,,4690,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,7/4/2025,7/3/2025,,
144760,7/7/2025,,4690,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,7/4/2025,7/3/2025,,
144761,7/7/2025,,4690,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,7/4/2025,7/3/2025,,
144761,7/7/2025,,4690,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,7/4/2025,7/3/2025,,
144761,7/7/2025,,4690,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,7/4/2025,7/3/2025,,
144761,7/7/2025,,4690,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,7/4/2025,7/3/2025,,
144761,7/7/2025,,4690,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,7/4/2025,7/3/2025,,
144777,7/7/2025,,4689,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,7/4/2025,7/3/2025,,
144777,7/7/2025,,4689,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,7/4/2025,7/3/2025,,
144777,7/7/2025,,4689,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,7/4/2025,7/3/2025,,
144777,7/7/2025,,4689,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,7/4/2025,7/3/2025,,
144777,7/7/2025,,4689,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,7/4/2025,7/3/2025,,
144778,7/7/2025,,4689,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,7/4/2025,7/3/2025,,
144778,7/7/2025,,4689,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,7/4/2025,7/3/2025,,
144778,7/7/2025,,4689,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,7/4/2025,7/3/2025,,
144778,7/7/2025,,4689,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,7/4/2025,7/3/2025,,
144778,7/7/2025,,4689,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,7/4/2025,7/3/2025,,
144966,7/7/2025,,313,25,Cold box GASADO,Cold Box Pequena,Silica,7.6,1,Molde,2,1,70,0.00,5.00,2.50,2.50,6.00,7/4/2025,7/3/2025,,
145053,7/7/2025,,3166,22,Cold box GASADO,Cold Box Pequena,Silica,7.92,1,Molde,2,1,48,0.00,2.00,1.00,2.50,3.00,7/4/2025,7/3/2025,,
145066,7/7/2025,,3962,1,Cold box GASADO,Cold Box Pequena,Silica,10.42,1,Molde,,0,63,0.00,3.00,0.00,2.50,-,7/4/2025,7/3/2025,,
145067,7/7/2025,,4431,23,Cold Box GASADO,Cold Box Pequena,Silica,10.4,1,Molde,2,1,98,0.00,7.00,3.50,2.50,9.00,7/4/2025,7/3/2025,,
145420,7/7/2025,,551,22,Cold box GASADO,Cold Box Pequena,Silica,7.92,1,Molde,2,1,266,0.00,19.00,9.50,2.50,24.00,7/4/2025,7/3/2025,,
145421,7/7/2025,,551,22,Cold box GASADO,Cold Box Pequena,Silica,7.92,1,Molde,2,1,266,0.00,19.00,9.50,2.50,24.00,7/4/2025,7/3/2025,,