OP,caixa,_kf_macho,maquina,fim,not_before_date,Deadline,config,tempo_processamento,inicio,status_integration_id,obs
146387,3.0,115.0,coldboxgasado_coldboxpequena,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146387,4.0,386.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146387,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146388,1.0,113.0,coldboxgasado_coldbox4,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146388,2.0,114.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146388,3.0,115.0,coldboxgasado_coldboxpequena,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146388,4.0,386.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146388,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146389,1.0,113.0,coldboxgasado_coldbox4,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146389,2.0,114.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146389,3.0,115.0,coldboxgasado_coldboxpequena,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146389,4.0,386.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146389,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146390,1.0,113.0,coldboxgasado_coldbox4,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146390,2.0,114.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146390,3.0,115.0,coldboxgasado_coldboxpequena,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146390,4.0,386.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146390,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146424,1.0,113.0,coldboxgasado_coldbox4,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146424,2.0,114.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146424,3.0,98.0,coldboxgasado_coldboxpequena,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146424,4.0,385.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146424,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146425,1.0,113.0,coldboxgasado_coldbox4,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146425,2.0,114.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146425,3.0,98.0,coldboxgasado_coldboxpequena,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146425,4.0,385.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146425,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146426,1.0,113.0,coldboxgasado_coldbox4,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146426,2.0,114.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146426,3.0,98.0,coldboxgasado_coldboxpequena,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146426,4.0,385.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146426,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146427,1.0,113.0,coldboxgasado_coldbox4,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146427,2.0,114.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146427,3.0,98.0,coldboxgasado_coldboxpequena,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146427,4.0,385.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146427,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146428,1.0,113.0,coldboxgasado_coldbox4,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146428,2.0,114.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146428,3.0,98.0,coldboxgasado_coldboxpequena,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146428,4.0,385.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146428,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146438,1.0,87.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146438,2.0,88.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146438,3.0,89.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146438,4.0,94.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146439,1.0,87.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146439,2.0,88.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146439,3.0,89.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146439,4.0,94.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146472,1.0,2690.0,coldboxgasado_coldbox4,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146472,2.0,2691.0,coldboxgasado_coldbox4,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146472,3.0,2692.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146472,4.0,2693.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146472,5.0,2694.0,pepset_vibrado,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146472,6.0,2695.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146472,7.0,2696.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146472,8.0,2697.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146472,9.0,2698.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146472,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146473,1.0,2690.0,coldboxgasado_coldbox4,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146473,2.0,2691.0,coldboxgasado_coldbox4,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146473,3.0,2692.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146473,4.0,2693.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146473,5.0,2694.0,pepset_vibrado,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146473,6.0,2695.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146473,7.0,2696.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146473,8.0,2697.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146473,9.0,2698.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146473,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146474,1.0,2690.0,coldboxgasado_coldbox4,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146474,2.0,2691.0,coldboxgasado_coldbox4,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146474,3.0,2692.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146474,4.0,2693.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146474,5.0,2694.0,pepset_vibrado,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146474,6.0,2695.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146474,7.0,2696.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146474,8.0,2697.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146474,9.0,2698.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146474,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146475,1.0,2690.0,coldboxgasado_coldbox4,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146475,2.0,2691.0,coldboxgasado_coldbox4,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146475,3.0,2692.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146475,4.0,2693.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146475,5.0,2694.0,pepset_vibrado,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146475,6.0,2695.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146475,7.0,2696.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146475,8.0,2697.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146475,9.0,2698.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146475,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146661,1.0,2066.0,pepset_vibrado,,2025-10-06,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146661,30.0,2926.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146668,1.0,190.0,pepset_chao,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146668,29.0,2925.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146688,1.0,2779.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146817,1.0,2707.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146817,2.0,2708.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146817,3.0,2709.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146818,1.0,2707.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146818,2.0,2708.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146818,3.0,2709.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146836,1.0,2715.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146836,2.0,2708.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146836,3.0,2709.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146843,1.0,2735.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146843,2.0,2736.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146844,1.0,2735.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146844,2.0,2736.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146848,1.0,2735.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146848,2.0,2736.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146849,1.0,2735.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146849,2.0,2736.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146868,1.0,2882.0,coldboxgasado_coldboxpequena,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146868,2.0,2883.0,coldboxgasado_coldboxpequena,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146868,3.0,2884.0,pepset_chao,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146868,29.0,2925.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146884,1.0,2601.0,coldboxgasado_coldboxpequena,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146884,2.0,2631.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146884,3.0,2632.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146885,1.0,2601.0,coldboxgasado_coldboxpequena,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146885,2.0,2623.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146885,3.0,2624.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146886,1.0,2601.0,coldboxgasado_coldboxpequena,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146886,2.0,2618.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146886,3.0,2619.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146887,1.0,2654.0,coldboxgasado_coldboxpequena,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146887,2.0,2662.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146887,3.0,2663.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146888,1.0,2654.0,coldboxgasado_coldboxpequena,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146888,2.0,2660.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146888,3.0,2661.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
147166,1.0,2192.0,coldboxgasado_coldboxpequena,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
147166,2.0,2320.0,coldboxgasado_coldboxpequena,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
147292,23.0,2907.0,coldboxgasado_coldboxpequena,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
147293,23.0,2907.0,coldboxgasado_coldboxpequena,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
